x, y, w_1_1, w_1_7, w_1_13, w_7_1, w_7_7, w_7_13, w_13_1, w_13_7, w_13_13

1, 2, 0.8971493169771984, 0.035885972679087934, 0.007414457165100813, 0.024247278837221577, 0.01470736585208522, 0.005714326859727378, 0.0061872366688082645, 0.005308575840101765, 0.0033854691206686733
1, 3, 0.6390775559551609, 0.15976938898879023, 0.025563102238206434, 0.06390775559551608, 0.04915981199655084, 0.018796398704563552, 0.01727236637716651, 0.01597693889887902, 0.010476681245166573
1, 4, 0.36420833669037356, 0.36420833669037356, 0.040467592965597064, 0.0728416673380747, 0.0728416673380747, 0.028016025899259504, 0.021424019805316098, 0.021424019805316098, 0.014568333467614944
1, 5, 0.1561835367615782, 0.6247341470463128, 0.03904588419039455, 0.048056472849716377, 0.06247341470463128, 0.024989365881852514, 0.01561835367615782, 0.016884706676927375, 0.012014118212429094
1, 6, 0.03528617626159264, 0.8821544065398159, 0.018003151153873794, 0.014461547648193704, 0.023842010987562594, 0.01037828713576254, 0.005219848559407194, 0.006083823493378041, 0.004570748220413554
1, 8, 0.018003151153873794, 0.8821544065398159, 0.03528617626159264, 0.01037828713576254, 0.023842010987562594, 0.014461547648193704, 0.004570748220413554, 0.006083823493378041, 0.005219848559407194
1, 9, 0.03904588419039455, 0.6247341470463128, 0.1561835367615782, 0.024989365881852514, 0.06247341470463128, 0.048056472849716377, 0.012014118212429094, 0.016884706676927375, 0.01561835367615782
1, 10, 0.040467592965597064, 0.36420833669037356, 0.36420833669037356, 0.028016025899259504, 0.0728416673380747, 0.0728416673380747, 0.014568333467614944, 0.021424019805316098, 0.021424019805316098
1, 11, 0.025563102238206434, 0.15976938898879023, 0.6390775559551609, 0.018796398704563552, 0.04915981199655084, 0.06390775559551608, 0.010476681245166573, 0.01597693889887902, 0.01727236637716651
1, 12, 0.007414457165100813, 0.035885972679087934, 0.8971493169771984, 0.005714326859727378, 0.01470736585208522, 0.024247278837221577, 0.0033854691206686733, 0.005308575840101765, 0.0061872366688082645
2, 1, 0.8971493169771984, 0.024247278837221577, 0.0061872366688082645, 0.035885972679087934, 0.01470736585208522, 0.005308575840101765, 0.007414457165100813, 0.005714326859727378, 0.0033854691206686733
2, 2, 0.7922079929066634, 0.06093907637743566, 0.012987016277158417, 0.06093907637743566, 0.03168831971626654, 0.01085216428639265, 0.012987016277158417, 0.01085216428639265, 0.0065471734950963935
2, 3, 0.5627118766961763, 0.1655034931459342, 0.02785702359882061, 0.09701928908554766, 0.06862339959709468, 0.022508475067847047, 0.022508475067847047, 0.02053692980642979, 0.01273103793430263
2, 4, 0.3324603765399514, 0.3324603765399514, 0.04054394835853066, 0.09778246368822101, 0.09778246368822101, 0.03136418646603316, 0.025573875118457805, 0.025573875118457805, 0.016458434482175814
2, 5, 0.1611507394369186, 0.5479125140855232, 0.042147116468117175, 0.06681859927872234, 0.09446767484233161, 0.03078160191491704, 0.019996807083413254, 0.021916500563420926, 0.014808446326635761
2, 6, 0.059047599513015886, 0.7676187936692064, 0.030704751746768257, 0.030704751746768257, 0.059047599513015886, 0.02074645388295153, 0.010515325940674062, 0.012583914650314859, 0.00903080933728478
2, 7, 0.023545900844006082, 0.871198331228225, 0.023545900844006082, 0.014281939856200411, 0.034847933249129, 0.014281939856200411, 0.0055490339568676755, 0.007199986208497727, 0.0055490339568676755
2, 8, 0.03070475174676826, 0.7676187936692066, 0.0590475995130159, 0.020746453882951533, 0.0590475995130159, 0.03070475174676826, 0.009030809337284782, 0.01258391465031486, 0.010515325940674064
2, 9, 0.042147116468117175, 0.5479125140855232, 0.1611507394369186, 0.03078160191491704, 0.09446767484233161, 0.06681859927872234, 0.014808446326635761, 0.021916500563420926, 0.019996807083413254
2, 10, 0.04054394835853066, 0.3324603765399514, 0.3324603765399514, 0.03136418646603316, 0.09778246368822101, 0.09778246368822101, 0.016458434482175814, 0.025573875118457805, 0.025573875118457805
2, 11, 0.02785702359882061, 0.1655034931459342, 0.5627118766961763, 0.022508475067847047, 0.06862339959709468, 0.09701928908554766, 0.01273103793430263, 0.02053692980642979, 0.022508475067847047
2, 12, 0.012987016277158417, 0.06093907637743566, 0.7922079929066634, 0.01085216428639265, 0.03168831971626654, 0.06093907637743566, 0.0065471734950963935, 0.01085216428639265, 0.012987016277158417
2, 13, 0.0061872366688082645, 0.024247278837221577, 0.8971493169771984, 0.005308575840101765, 0.01470736585208522, 0.035885972679087934, 0.0033854691206686733, 0.005714326859727378, 0.007414457165100813
3, 1, 0.6390775559551609, 0.06390775559551608, 0.01727236637716651, 0.15976938898879023, 0.04915981199655084, 0.01597693889887902, 0.025563102238206434, 0.018796398704563552, 0.010476681245166573
3, 2, 0.5627118766961763, 0.09701928908554766, 0.022508475067847047, 0.1655034931459342, 0.06862339959709468, 0.02053692980642979, 0.02785702359882061, 0.022508475067847047, 0.01273103793430263
3, 3, 0.4198545543639259, 0.16794182174557035, 0.032296504181840456, 0.16794182174557035, 0.10496363859098147, 0.028955486507856964, 0.032296504181840456, 0.028955486507856964, 0.016794182174557033
3, 4, 0.2749279124928327, 0.2749279124928327, 0.04204779838125677, 0.142962514496273, 0.142962514496273, 0.036846008890792016, 0.03278956754501674, 0.03278956754501674, 0.019746203659706217
3, 5, 0.16244867723248577, 0.40612169308121443, 0.047779022715437, 0.10153042327030361, 0.16244867723248577, 0.04061216930812144, 0.028008392626290658, 0.0312401302370165, 0.019810814296644608
3, 6, 0.09157272117544682, 0.5311217828175914, 0.05010582856769731, 0.06477094912409652, 0.15621228906399748, 0.040855521755199346, 0.021244871312703653, 0.0262931575652273, 0.017822878618039984
3, 7, 0.058731297669350764, 0.5873129766935077, 0.058731297669350764, 0.04517792128411598, 0.14682824417337692, 0.04517792128411598, 0.017273911079220813, 0.02349251906774031, 0.017273911079220813
3, 8, 0.05010582856769732, 0.5311217828175915, 0.09157272117544683, 0.04085552175519935, 0.1562122890639975, 0.06477094912409653, 0.017822878618039988, 0.026293157565227303, 0.021244871312703657
3, 9, 0.047779022715437, 0.40612169308121443, 0.16244867723248577, 0.04061216930812144, 0.16244867723248577, 0.10153042327030361, 0.019810814296644608, 0.0312401302370165, 0.028008392626290658
3, 10, 0.042047798381256773, 0.27492791249283277, 0.27492791249283277, 0.03684600889079202, 0.14296251449627304, 0.14296251449627304, 0.01974620365970622, 0.032789567545016746, 0.032789567545016746
3, 11, 0.032296504181840456, 0.16794182174557035, 0.4198545543639259, 0.028955486507856964, 0.10496363859098147, 0.16794182174557035, 0.016794182174557033, 0.028955486507856964, 0.032296504181840456
3, 12, 0.022508475067847047, 0.09701928908554766, 0.5627118766961763, 0.02053692980642979, 0.06862339959709468, 0.1655034931459342, 0.01273103793430263, 0.022508475067847047, 0.02785702359882061
3, 13, 0.01727236637716651, 0.06390775559551608, 0.6390775559551609, 0.01597693889887902, 0.04915981199655084, 0.15976938898879023, 0.010476681245166573, 0.018796398704563552, 0.025563102238206434
4, 1, 0.3642083366903735, 0.07284166733807469, 0.021424019805316094, 0.3642083366903735, 0.07284166733807469, 0.021424019805316094, 0.04046759296559706, 0.0280160258992595, 0.01456833346761494
4, 2, 0.3324603765399513, 0.09778246368822097, 0.0255738751184578, 0.3324603765399513, 0.09778246368822097, 0.0255738751184578, 0.040543948358530646, 0.031364186466033145, 0.01645843448217581
4, 3, 0.2749279124928327, 0.142962514496273, 0.03278956754501674, 0.2749279124928327, 0.142962514496273, 0.03278956754501674, 0.04204779838125677, 0.036846008890792016, 0.019746203659706217
4, 4, 0.20361990950226241, 0.20361990950226241, 0.040723981900452476, 0.20361990950226241, 0.20361990950226241, 0.040723981900452476, 0.040723981900452476, 0.040723981900452476, 0.022624434389140267
4, 5, 0.13782934965520724, 0.2650564416446293, 0.047201832073701114, 0.13782934965520724, 0.2650564416446293, 0.047201832073701114, 0.03552302826165135, 0.04053804401623742, 0.023763680975035728
4, 6, 0.09116317828445487, 0.3099548061671466, 0.05344048382192183, 0.09116317828445487, 0.3099548061671466, 0.05344048382192183, 0.029241019449730815, 0.03779936660574958, 0.023842677397472818
4, 7, 0.0652537646402677, 0.32626882320133854, 0.0652537646402677, 0.0652537646402677, 0.32626882320133854, 0.0652537646402677, 0.025097601784718346, 0.03625209146681539, 0.025097601784718346
4, 8, 0.05344048382192183, 0.3099548061671466, 0.09116317828445487, 0.05344048382192183, 0.3099548061671466, 0.09116317828445487, 0.023842677397472818, 0.03779936660574958, 0.029241019449730815
4, 9, 0.047201832073701114, 0.2650564416446293, 0.13782934965520724, 0.047201832073701114, 0.2650564416446293, 0.13782934965520724, 0.023763680975035728, 0.04053804401623742, 0.03552302826165135
4, 10, 0.04072398190045247, 0.2036199095022624, 0.2036199095022624, 0.04072398190045247, 0.2036199095022624, 0.2036199095022624, 0.022624434389140264, 0.04072398190045247, 0.04072398190045247
4, 11, 0.03278956754501674, 0.142962514496273, 0.2749279124928327, 0.03278956754501674, 0.142962514496273, 0.2749279124928327, 0.019746203659706217, 0.036846008890792016, 0.04204779838125677
4, 12, 0.025573875118457802, 0.097782463688221, 0.33246037653995136, 0.025573875118457802, 0.097782463688221, 0.33246037653995136, 0.016458434482175814, 0.03136418646603315, 0.04054394835853065
4, 13, 0.02142401980531609, 0.07284166733807469, 0.36420833669037345, 0.02142401980531609, 0.07284166733807469, 0.36420833669037345, 0.014568333467614939, 0.028016025899259493, 0.04046759296559705
5, 1, 0.1561835367615782, 0.04805647284971637, 0.015618353676157819, 0.6247341470463128, 0.062473414704631275, 0.016884706676927375, 0.03904588419039455, 0.02498936588185251, 0.012014118212429092
5, 2, 0.1611507394369186, 0.06681859927872234, 0.019996807083413254, 0.5479125140855232, 0.09446767484233161, 0.021916500563420926, 0.042147116468117175, 0.03078160191491704, 0.014808446326635761
5, 3, 0.16244867723248577, 0.10153042327030361, 0.028008392626290658, 0.40612169308121443, 0.16244867723248577, 0.0312401302370165, 0.047779022715437, 0.04061216930812144, 0.019810814296644608
5, 4, 0.13782934965520727, 0.13782934965520727, 0.03552302826165136, 0.2650564416446294, 0.2650564416446294, 0.04053804401623743, 0.04720183207370113, 0.04720183207370113, 0.023763680975035735
5, 5, 0.09812409812409811, 0.15699855699855697, 0.03924963924963924, 0.15699855699855697, 0.39249639249639245, 0.046176046176046176, 0.03924963924963924, 0.046176046176046176, 0.02453102453102453
5, 6, 0.06295569221751185, 0.15183431652458737, 0.0397105135525844, 0.08900632347993055, 0.516236676183597, 0.04870157322486766, 0.02900206045975265, 0.0397105135525844, 0.022842330804583942
5, 7, 0.04404801233344345, 0.1431560400836912, 0.04404801233344345, 0.05726241603347648, 0.5726241603347648, 0.05726241603347648, 0.022904966413390595, 0.0357890100209228, 0.022904966413390595
5, 8, 0.0397105135525844, 0.15183431652458737, 0.06295569221751185, 0.04870157322486766, 0.516236676183597, 0.08900632347993055, 0.022842330804583942, 0.0397105135525844, 0.02900206045975265
5, 9, 0.03924963924963924, 0.15699855699855697, 0.09812409812409811, 0.046176046176046176, 0.39249639249639245, 0.15699855699855697, 0.02453102453102453, 0.046176046176046176, 0.03924963924963924
5, 10, 0.03552302826165136, 0.13782934965520727, 0.13782934965520727, 0.04053804401623743, 0.2650564416446294, 0.2650564416446294, 0.023763680975035735, 0.04720183207370113, 0.04720183207370113
5, 11, 0.028008392626290665, 0.10153042327030362, 0.1624486772324858, 0.031240130237016505, 0.1624486772324858, 0.4061216930812145, 0.01981081429664461, 0.04061216930812145, 0.047779022715437006
5, 12, 0.019996807083413257, 0.06681859927872236, 0.16115073943691863, 0.021916500563420926, 0.09446767484233162, 0.5479125140855232, 0.014808446326635763, 0.030781601914917044, 0.04214711646811718
5, 13, 0.01561835367615782, 0.048056472849716377, 0.1561835367615782, 0.016884706676927375, 0.06247341470463128, 0.6247341470463128, 0.012014118212429094, 0.024989365881852514, 0.03904588419039455
6, 1, 0.03528617626159264, 0.014461547648193704, 0.005219848559407194, 0.8821544065398159, 0.023842010987562594, 0.006083823493378041, 0.018003151153873794, 0.01037828713576254, 0.004570748220413554
6, 2, 0.0590475995130159, 0.03070475174676826, 0.010515325940674064, 0.7676187936692066, 0.0590475995130159, 0.01258391465031486, 0.03070475174676826, 0.020746453882951533, 0.009030809337284782
6, 3, 0.09157272117544683, 0.06477094912409653, 0.021244871312703657, 0.5311217828175915, 0.1562122890639975, 0.026293157565227303, 0.05010582856769732, 0.04085552175519935, 0.017822878618039988
6, 4, 0.09116317828445492, 0.09116317828445492, 0.029241019449730822, 0.3099548061671467, 0.3099548061671467, 0.0377993666057496, 0.053440483821921854, 0.053440483821921854, 0.02384267739747283
6, 5, 0.06295569221751185, 0.08900632347993057, 0.029002060459752656, 0.1518343165245874, 0.5162366761835971, 0.039710513552584405, 0.039710513552584405, 0.048701573224867664, 0.022842330804583946
6, 6, 0.029666803867295522, 0.057051545898645244, 0.020045137748172653, 0.057051545898645244, 0.741670096682388, 0.029666803867295522, 0.020045137748172653, 0.029666803867295522, 0.015136124422089553
6, 7, 0.014002172419719138, 0.0341653007041147, 0.014002172419719138, 0.023084662637915337, 0.8541325176028675, 0.023084662637915337, 0.01004861785415138, 0.01743127586944627, 0.01004861785415138
6, 8, 0.020045137748172653, 0.057051545898645244, 0.029666803867295522, 0.029666803867295522, 0.741670096682388, 0.057051545898645244, 0.015136124422089553, 0.029666803867295522, 0.020045137748172653
6, 9, 0.02900206045975265, 0.08900632347993055, 0.06295569221751185, 0.0397105135525844, 0.516236676183597, 0.15183431652458737, 0.022842330804583942, 0.04870157322486766, 0.0397105135525844
6, 10, 0.029241019449730822, 0.09116317828445492, 0.09116317828445492, 0.0377993666057496, 0.3099548061671467, 0.3099548061671467, 0.02384267739747283, 0.053440483821921854, 0.053440483821921854
6, 11, 0.02124487131270366, 0.06477094912409653, 0.09157272117544685, 0.026293157565227307, 0.15621228906399753, 0.5311217828175916, 0.017822878618039988, 0.04085552175519936, 0.05010582856769733
6, 12, 0.010515325940674064, 0.03070475174676826, 0.0590475995130159, 0.01258391465031486, 0.0590475995130159, 0.7676187936692066, 0.009030809337284782, 0.020746453882951533, 0.03070475174676826
6, 13, 0.005219848559407194, 0.014461547648193704, 0.03528617626159264, 0.006083823493378041, 0.023842010987562594, 0.8821544065398159, 0.004570748220413554, 0.01037828713576254, 0.018003151153873794
7, 2, 0.023545900844006082, 0.014281939856200411, 0.0055490339568676755, 0.871198331228225, 0.034847933249129, 0.007199986208497727, 0.023545900844006082, 0.014281939856200411, 0.0055490339568676755
7, 3, 0.058731297669350764, 0.04517792128411598, 0.017273911079220813, 0.5873129766935077, 0.14682824417337692, 0.02349251906774031, 0.058731297669350764, 0.04517792128411598, 0.017273911079220813
7, 4, 0.0652537646402677, 0.0652537646402677, 0.02509760178471835, 0.3262688232013386, 0.3262688232013386, 0.0362520914668154, 0.0652537646402677, 0.0652537646402677, 0.02509760178471835
7, 5, 0.04404801233344346, 0.05726241603347649, 0.0229049664133906, 0.14315604008369123, 0.5726241603347649, 0.03578901002092281, 0.04404801233344346, 0.05726241603347649, 0.0229049664133906
